stock_id,shop_id,model_id,available_units,last_updated
STK11639,SHOP3054,MOD2175,27.0,2021-06-14
STK11640,SHOP3012,MOD2043,32.0,2020-01-07
STK11641,SHOP3034,MOD2039,27.0,2020-12-16
STK11642,SHOP3015,MOD2035,,2020-12-10
STK11643,SHOP3093,MOD2184,13.0,2021-11-03
STK11644,SHOP3099,MOD2041,27.0,2025-04-03
STK11645,SHOP3031,MOD2155,13.0,2020-09-09
STK11646,SHOP3088,MOD2108,14.0,2021-08-26
STK11647,SHOP3095,MOD2063,16.0,2023-07-29
STK11648,SHOP3077,MOD2046,21.0,2023-05-07
STK11649,SHOP3002,MOD2167,28.0,2024-01-26
STK11650,SHOP3087,MOD2154,32.0,2020-07-07
STK11651,SHOP3017,MOD2121,29.0,2020-11-28
STK11652,SHOP3016,MOD2129,20.0,2023-05-30
STK11653,SHOP3034,MOD2163,25.0,2019-05-13
STK11654,SHOP3096,MOD2068,29.0,2024-05-15
STK11655,SHOP3089,MOD2120,16.0,2019-02-03
STK11656,SHOP3060,MOD2194,31.0,2022-08-20
STK11657,SHOP3002,MOD2099,30.0,2020-09-19
STK11658,SHOP3080,MOD2104,38.0,2021-02-12
STK11659,SHOP3050,MOD2182,15.0,2022-05-18
STK11660,SHOP3062,MOD2054,25.0,2022-08-17
STK11661,SHOP3041,MOD2165,35.0,2024-05-22
STK11662,SHOP3003,MOD2107,16.0,2025-06-23
STK11663,SHOP3096,MOD2073,17.0,2023-09-30
STK11664,SHOP3085,MOD2147,4.0,2023-01-20
STK11665,SHOP3013,MOD2178,,2025-04-20
STK11666,SHOP3013,MOD2100,18.0,2021-09-10
STK11667,SHOP3021,MOD2162,12.0,2025-05-07
STK11668,SHOP3012,MOD2189,,2024-03-09
STK11669,SHOP3087,MOD2011,13.0,2021-04-10
STK11670,SHOP3009,MOD2168,3.0,2020-02-18
STK11671,SHOP3097,MOD2065,29.0,2023-11-29
STK11672,SHOP3020,MOD2044,20.0,2020-08-30
STK11673,SHOP3051,MOD2179,12.0,2019-04-14
STK11674,SHOP3001,MOD2076,30.0,2022-10-15
STK11675,SHOP3098,MOD2027,12.0,2024-01-16
STK11676,SHOP3075,MOD2046,14.0,2022-12-14
STK11677,SHOP3028,MOD2081,19.0,2020-04-08
STK11678,SHOP3010,MOD2118,30.0,2025-07-28
STK11679,SHOP3058,MOD2134,30.0,2025-07-25
STK11680,SHOP3061,MOD2195,32.0,2025-06-16
STK11681,SHOP3099,MOD2185,17.0,2023-07-09
STK11682,SHOP3057,MOD2025,31.0,2022-12-07
STK11683,SHOP3082,MOD2102,5.0,2020-07-17
STK11684,SHOP3046,MOD2068,11.0,2022-06-25
STK11685,SHOP3066,MOD2089,26.0,2019-04-06
STK11686,SHOP3079,MOD2133,32.0,2019-09-03
STK11687,SHOP3094,MOD2013,38.0,2020-07-04
STK11688,SHOP3017,MOD2163,35.0,2024-01-11
STK11689,SHOP3081,MOD2158,22.0,2019-03-22
STK11690,SHOP3015,MOD2061,33.0,2022-07-07
STK11691,SHOP3018,MOD2183,14.0,2019-07-16
STK11692,SHOP3071,MOD2050,13.0,2024-11-23
STK11693,SHOP3064,MOD2055,17.0,2022-12-30
STK11694,SHOP3005,MOD2000,28.0,2020-05-20
STK11695,SHOP3068,MOD2100,15.0,2023-05-25
STK11696,SHOP3098,MOD2179,9.0,2020-06-13
STK11697,SHOP3069,MOD2029,49.0,2024-08-13
STK11698,SHOP3001,MOD2126,13.0,2023-09-15
STK11699,SHOP3020,MOD2189,17.0,2021-01-17
STK11700,SHOP3064,MOD2034,15.0,2021-11-29
STK11701,SHOP3039,MOD2019,22.0,2022-07-24
STK11702,SHOP3002,MOD2130,35.0,2025-05-01
STK11703,SHOP3001,MOD2064,35.0,2024-08-20
STK11704,SHOP3060,MOD2058,,2020-01-09
STK11705,SHOP3073,MOD2179,17.0,2023-08-19
STK11706,SHOP3060,MOD2097,,2025-08-24
STK11707,SHOP3061,MOD2134,12.0,2021-07-21
STK11708,SHOP3049,MOD2049,15.0,2023-07-09
STK11709,SHOP3014,MOD2157,8.0,2023-10-08
STK11710,SHOP3073,MOD2093,17.0,2022-09-11
STK11711,SHOP3097,MOD2068,,2020-07-15
STK11712,SHOP3036,MOD2132,20.0,2019-03-02
STK11713,SHOP3030,MOD2076,29.0,2019-06-05
STK11714,SHOP3042,MOD2179,40.0,2019-10-07
STK11715,SHOP3059,MOD2112,33.0,2023-04-27
STK11716,SHOP3072,MOD2177,23.0,2021-05-14
STK11717,SHOP3043,MOD2195,13.0,2020-06-13
STK11718,SHOP3079,MOD2002,38.0,2020-10-27
STK11719,SHOP3038,MOD2198,28.0,2019-05-15
STK11720,SHOP3016,MOD2055,,2019-08-21
STK11721,SHOP3040,MOD2083,26.0,2021-08-25
STK11722,SHOP3007,MOD2177,32.0,2024-07-23
STK11723,SHOP3033,MOD2130,9.0,2020-05-26
STK11724,SHOP3032,MOD2122,29.0,2022-05-15
STK11725,SHOP3095,MOD2001,27.0,2020-11-21
STK11726,SHOP3072,MOD2048,19.0,2019-07-15
STK11727,SHOP3093,MOD2073,25.0,2023-09-26
STK11728,SHOP3028,MOD2039,24.0,2023-09-16
STK11729,SHOP3035,MOD2039,17.0,2024-07-31
STK11730,SHOP3075,MOD2110,25.0,2022-09-11
STK11731,SHOP3087,MOD2166,22.0,2021-09-04
STK11732,SHOP3086,MOD2197,0.0,2023-04-27
STK11733,SHOP3036,MOD2181,19.0,2022-08-30
STK11734,SHOP3065,MOD2154,16.0,2020-11-24
STK11735,SHOP3062,MOD2133,21.0,2020-04-06
STK11736,SHOP3017,MOD2002,12.0,2024-01-07
STK11737,SHOP3092,MOD2087,25.0,2021-04-19
STK11738,SHOP3088,MOD2068,13.0,2023-07-19
STK11739,SHOP3066,MOD2047,22.0,2023-12-29
STK11740,SHOP3096,MOD2101,21.0,2020-08-14
STK11741,SHOP3031,MOD2127,21.0,2019-04-13
STK11742,SHOP3071,MOD2176,32.0,2023-04-08
STK11743,SHOP3007,MOD2120,17.0,2024-12-09
STK11744,SHOP3013,MOD2000,22.0,2022-04-03
STK11745,SHOP3092,MOD2019,33.0,2021-03-11
STK11746,SHOP3062,MOD2182,17.0,2022-03-11
STK11747,SHOP3029,MOD2077,29.0,2023-03-02
STK11748,SHOP3044,MOD2031,28.0,2025-07-04
STK11749,SHOP3051,MOD2151,13.0,2019-05-08
STK11750,SHOP3030,MOD2163,19.0,2023-02-18
STK11751,SHOP3097,MOD2061,32.0,2024-10-04
STK11752,SHOP3006,MOD2196,14.0,2021-12-29
STK11753,SHOP3044,MOD2015,27.0,2020-07-01
STK11754,SHOP3065,MOD2054,30.0,2022-01-30
STK11755,SHOP3052,MOD2136,1.0,2024-04-13
STK11756,SHOP3042,MOD2049,22.0,2019-11-29
STK11757,SHOP3068,MOD2195,28.0,2019-04-15
STK11758,SHOP3044,MOD2167,,2021-09-06
STK11759,SHOP3049,MOD2094,22.0,2025-03-24
STK11760,SHOP3042,MOD2150,0.0,2019-03-12
STK11761,SHOP3064,MOD2140,17.0,2020-11-25
STK11762,SHOP3028,MOD2098,25.0,2023-01-05
STK11763,SHOP3024,MOD2072,14.0,2020-05-12
STK11764,SHOP3088,MOD2195,,2021-04-29
STK11765,SHOP3092,MOD2172,10.0,2025-05-14
STK11766,SHOP3036,MOD2006,27.0,2021-11-17
STK11767,SHOP3093,MOD2173,5.0,2023-07-09
STK11768,SHOP3048,MOD2011,18.0,2023-11-21
STK11769,SHOP3011,MOD2004,4.0,2022-09-18
STK11770,SHOP3046,MOD2195,0.0,2023-01-27
STK11771,SHOP3054,MOD2094,25.0,2024-02-08
STK11772,SHOP3013,MOD2048,26.0,2023-02-27
STK11773,SHOP3051,MOD2012,15.0,2020-09-11
STK11774,SHOP3088,MOD2004,22.0,2022-05-18
STK11775,SHOP3048,MOD2128,19.0,2023-07-05
STK11776,SHOP3096,MOD2029,26.0,2023-06-07
STK11777,SHOP3043,MOD2006,23.0,2021-09-30
STK11778,SHOP3007,MOD2116,24.0,2024-11-13
STK11779,SHOP3051,MOD2032,27.0,2023-06-24
STK11780,SHOP3060,MOD2159,24.0,2021-07-22
STK11781,SHOP3013,MOD2113,15.0,2020-11-18
STK11782,SHOP3084,MOD2128,4.0,2025-06-13
STK11783,SHOP3070,MOD2013,25.0,2022-06-22
STK11784,SHOP3097,MOD2167,14.0,2022-06-01
STK11785,SHOP3062,MOD2069,30.0,2024-05-13
STK11786,SHOP3052,MOD2092,29.0,2025-05-04
STK11787,SHOP3083,MOD2095,31.0,2024-11-15
STK11788,SHOP3058,MOD2109,18.0,2019-08-12
STK11789,SHOP3076,MOD2055,17.0,2024-09-30
STK11790,SHOP3030,MOD2059,34.0,2019-05-27
STK11791,SHOP3027,MOD2131,10.0,2021-01-23
STK11792,SHOP3000,MOD2158,,2020-12-14
STK11793,SHOP3077,MOD2162,22.0,2025-01-24
STK11794,SHOP3017,MOD2066,12.0,2021-06-17
STK11795,SHOP3094,MOD2131,10.0,2021-02-16
STK11796,SHOP3042,MOD2142,26.0,2022-01-04
STK11797,SHOP3026,MOD2055,11.0,2024-06-18
STK11798,SHOP3071,MOD2118,25.0,2024-08-05
STK11799,SHOP3028,MOD2148,10.0,2020-03-02
STK11800,SHOP3089,MOD2130,34.0,2025-05-14
STK11801,SHOP3041,MOD2169,9.0,2020-08-10
STK11802,SHOP3012,MOD2156,,2020-09-18
STK11803,SHOP3016,MOD2107,31.0,2022-01-31
STK11804,SHOP3093,MOD2011,24.0,2024-02-12
STK11805,SHOP3025,MOD2125,28.0,2022-02-08
STK11806,SHOP3013,MOD2198,27.0,2022-03-20
STK11807,SHOP3038,MOD2054,14.0,2022-04-05
STK11808,SHOP3092,MOD2109,23.0,2022-09-27
STK11809,SHOP3007,MOD2132,28.0,2019-03-31
STK11810,SHOP3071,MOD2090,18.0,2019-01-01
STK11811,SHOP3000,MOD2153,11.0,2022-07-28
STK11812,SHOP3020,MOD2055,28.0,2023-04-12
STK11813,SHOP3094,MOD2005,17.0,2020-02-04
STK11814,SHOP3010,MOD2176,40.0,2020-03-10
STK11815,SHOP3050,MOD2044,30.0,2022-08-22
STK11816,SHOP3087,MOD2098,14.0,2021-11-21
STK11817,SHOP3003,MOD2007,25.0,2019-07-11
STK11818,SHOP3051,MOD2013,21.0,2025-07-19
STK11819,SHOP3060,MOD2066,7.0,2019-05-01
STK11820,SHOP3086,MOD2159,,2021-09-14
STK11821,SHOP3024,MOD2078,24.0,2019-06-16
STK11822,SHOP3072,MOD2022,12.0,2024-07-18
STK11823,SHOP3061,MOD2141,22.0,2025-07-28
STK11824,SHOP3081,MOD2124,27.0,2023-12-12
STK11825,SHOP3018,MOD2096,37.0,2022-11-19
STK11826,SHOP3027,MOD2114,22.0,2023-01-27
STK11827,SHOP3019,MOD2004,24.0,2019-09-03
STK11828,SHOP3048,MOD2133,25.0,2023-02-21
STK11829,SHOP3000,MOD2183,33.0,2020-06-13
STK11830,SHOP3003,MOD2051,27.0,2019-01-10
STK11831,SHOP3019,MOD2152,49.0,2021-10-31
STK11832,SHOP3084,MOD2024,10.0,2025-02-04
STK11833,SHOP3092,MOD2089,,2024-05-24
STK11834,SHOP3086,MOD2115,14.0,2022-03-19
STK11835,SHOP3064,MOD2056,31.0,2021-12-01
STK11836,SHOP3046,MOD2113,32.0,2024-08-27
STK11837,SHOP3017,MOD2050,20.0,2024-11-08
STK11838,SHOP3007,MOD2043,22.0,2019-02-04
STK11839,SHOP3069,MOD2092,23.0,2019-12-12
STK11840,SHOP3036,MOD2085,25.0,2025-02-28
STK11841,SHOP3077,MOD2069,29.0,2023-07-26
STK11842,SHOP3035,MOD2011,11.0,2020-10-28
STK11843,SHOP3007,MOD2036,10.0,2023-11-12
STK11844,SHOP3023,MOD2115,18.0,2020-01-29
STK11845,SHOP3056,MOD2058,21.0,2023-04-27
STK11846,SHOP3032,MOD2004,12.0,2023-09-04
STK11847,SHOP3065,MOD2012,36.0,2021-07-10
STK11848,SHOP3004,MOD2130,22.0,2020-11-21
STK11849,SHOP3061,MOD2090,20.0,2019-08-08
STK11850,SHOP3030,MOD2127,19.0,2022-12-19
STK11851,SHOP3098,MOD2027,10.0,2020-07-05
STK11852,SHOP3009,MOD2059,37.0,2022-03-13
STK11853,SHOP3094,MOD2193,9.0,2021-02-03
STK11854,SHOP3095,MOD2078,21.0,2023-01-30
STK11855,SHOP3092,MOD2074,11.0,2022-09-25
STK11856,SHOP3021,MOD2143,26.0,2024-05-28
STK11857,SHOP3028,MOD2010,36.0,2023-11-05
STK11858,SHOP3058,MOD2112,20.0,2022-12-31
STK11859,SHOP3025,MOD2033,,2023-12-09
STK11860,SHOP3060,MOD2170,35.0,2020-04-08
STK11861,SHOP3007,MOD2179,10.0,2022-10-17
STK11862,SHOP3071,MOD2033,,2024-09-27
STK11863,SHOP3097,MOD2078,2.0,2024-09-04
STK11864,SHOP3073,MOD2056,29.0,2020-01-10
STK11865,SHOP3000,MOD2145,13.0,2020-03-03
STK11866,SHOP3067,MOD2097,20.0,2022-07-02
STK11867,SHOP3078,MOD2103,21.0,2021-11-03
STK11868,SHOP3016,MOD2026,,2020-09-25
STK11869,SHOP3039,MOD2046,15.0,2020-05-19
STK11870,SHOP3049,MOD2113,38.0,2023-06-22
STK11871,SHOP3004,MOD2196,22.0,2025-06-24
STK11872,SHOP3060,MOD2018,44.0,2025-09-01
STK11873,SHOP3091,MOD2154,26.0,2021-01-05
STK11874,SHOP3062,MOD2078,,2025-01-06
STK11875,SHOP3084,MOD2141,14.0,2025-07-05
STK11876,SHOP3034,MOD2081,24.0,2024-05-08
STK11877,SHOP3079,MOD2144,26.0,2020-02-09
STK11878,SHOP3020,MOD2053,7.0,2021-02-11
STK11879,SHOP3012,MOD2028,14.0,2024-03-13
STK11880,SHOP3021,MOD2106,9.0,2025-05-01
STK11881,SHOP3084,MOD2141,1.0,2024-05-24
STK11882,SHOP3048,MOD2189,27.0,2023-09-04
STK11883,SHOP3028,MOD2040,3.0,2025-02-12
STK11884,SHOP3015,MOD2063,37.0,2023-11-18
STK11885,SHOP3022,MOD2064,20.0,2019-04-19
STK11886,SHOP3046,MOD2138,12.0,2022-02-27
STK11887,SHOP3093,MOD2057,9.0,2025-04-07
STK11888,SHOP3088,MOD2151,23.0,2023-03-31
STK11889,SHOP3022,MOD2034,16.0,2019-11-12
STK11890,SHOP3045,MOD2196,25.0,2023-11-13
STK11891,SHOP3048,MOD2046,8.0,2023-11-11
STK11892,SHOP3093,MOD2112,15.0,2021-08-20
STK11893,SHOP3080,MOD2030,32.0,2019-02-25
STK11894,SHOP3062,MOD2037,22.0,2021-08-16
STK11895,SHOP3001,MOD2043,20.0,2021-10-09
STK11896,SHOP3039,MOD2115,17.0,2024-01-12
STK11897,SHOP3041,MOD2081,35.0,2019-04-14
STK11898,SHOP3076,MOD2003,35.0,2021-12-25
STK11899,SHOP3079,MOD2143,0.0,2024-08-18
STK11900,SHOP3022,MOD2080,23.0,2021-01-01
STK11901,SHOP3087,MOD2077,10.0,2025-03-25
STK11902,SHOP3062,MOD2090,34.0,2021-08-09
STK11903,SHOP3010,MOD2021,,2023-02-20
STK11904,SHOP3074,MOD2155,8.0,2021-03-15
STK11905,SHOP3011,MOD2166,19.0,2021-06-28
STK11906,SHOP3050,MOD2138,38.0,2021-05-03
STK11907,SHOP3022,MOD2034,36.0,2025-03-16
STK11908,SHOP3070,MOD2097,34.0,2022-05-31
STK11909,SHOP3067,MOD2052,21.0,2021-06-03
STK11910,SHOP3086,MOD2118,22.0,2020-01-23
STK11911,SHOP3033,MOD2093,27.0,2022-04-12
STK11912,SHOP3083,MOD2025,22.0,2024-09-13
STK11913,SHOP3062,MOD2009,2.0,2021-02-24
STK11914,SHOP3014,MOD2016,2.0,2024-08-20
STK11915,SHOP3073,MOD2042,,2021-11-06
STK11916,SHOP3040,MOD2022,17.0,2025-02-16
STK11917,SHOP3023,MOD2195,40.0,2024-01-23
STK11918,SHOP3012,MOD2159,10.0,2020-02-18
STK11919,SHOP3050,MOD2154,23.0,2024-02-24
STK11920,SHOP3095,MOD2058,23.0,2023-02-28
STK11921,SHOP3056,MOD2063,22.0,2025-07-11
STK11922,SHOP3086,MOD2184,13.0,2020-10-07
STK11923,SHOP3021,MOD2045,,2021-04-14
STK11924,SHOP3097,MOD2099,11.0,2019-09-15
STK11925,SHOP3003,MOD2056,29.0,2024-06-09
STK11926,SHOP3092,MOD2070,17.0,2023-03-14
STK11927,SHOP3058,MOD2187,14.0,2019-10-15
STK11928,SHOP3000,MOD2100,22.0,2022-07-20
STK11929,SHOP3073,MOD2066,12.0,2025-03-18
STK11930,SHOP3089,MOD2013,19.0,2020-10-12
STK11931,SHOP3015,MOD2111,24.0,2019-04-21
STK11932,SHOP3009,MOD2066,28.0,2020-11-04
STK11933,SHOP3018,MOD2074,5.0,2023-06-30
STK11934,SHOP3078,MOD2086,24.0,2023-08-14
STK11935,SHOP3081,MOD2168,21.0,2023-08-25
STK11936,SHOP3081,MOD2075,4.0,2019-12-23
STK11937,SHOP3001,MOD2111,15.0,2022-10-25
STK11938,SHOP3061,MOD2172,40.0,2020-11-16
STK11939,SHOP3034,MOD2057,24.0,2024-01-05
STK11940,SHOP3012,MOD2176,14.0,2021-12-17
STK11941,SHOP3048,MOD2009,19.0,2019-04-06
STK11942,SHOP3013,MOD2053,15.0,2019-01-15
STK11943,SHOP3088,MOD2153,32.0,2023-08-04
STK11944,SHOP3008,MOD2029,25.0,2023-02-26
STK11945,SHOP3036,MOD2086,29.0,2019-09-29
STK11946,SHOP3039,MOD2015,6.0,2023-01-03
STK11947,SHOP3036,MOD2154,6.0,2021-06-11
STK11948,SHOP3066,MOD2067,36.0,2023-06-21
STK11949,SHOP3075,MOD2018,16.0,2022-09-10
STK11950,SHOP3082,MOD2130,23.0,2021-06-13
STK11951,SHOP3070,MOD2084,19.0,2020-01-30
STK11952,SHOP3068,MOD2038,3.0,2024-04-17
STK11953,SHOP3052,MOD2161,34.0,2019-04-14
STK11954,SHOP3037,MOD2142,23.0,2021-10-26
STK11955,SHOP3074,MOD2156,7.0,2022-01-13
STK11956,SHOP3039,MOD2108,28.0,2021-02-28
STK11957,SHOP3017,MOD2080,27.0,2019-01-11
STK11958,SHOP3049,MOD2197,21.0,2025-05-17
STK11959,SHOP3095,MOD2151,26.0,2022-01-16
STK11960,SHOP3050,MOD2138,24.0,2024-12-20
STK11961,SHOP3032,MOD2180,51.0,2024-01-20
STK11962,SHOP3012,MOD2044,18.0,2019-03-13
STK11963,SHOP3091,MOD2069,7.0,2021-05-02
STK11964,SHOP3084,MOD2169,5.0,2020-11-17
STK11965,SHOP3093,MOD2030,25.0,2023-10-30
STK11966,SHOP3010,MOD2067,26.0,2020-01-26
STK11967,SHOP3049,MOD2004,35.0,2019-04-09
STK11968,SHOP3070,MOD2011,21.0,2021-10-06
STK11969,SHOP3020,MOD2076,13.0,2020-01-06
STK11970,SHOP3034,MOD2075,8.0,2024-08-24
STK11971,SHOP3025,MOD2054,11.0,2025-07-15
STK11972,SHOP3006,MOD2143,17.0,2020-03-07
STK11973,SHOP3073,MOD2136,17.0,2024-03-29
STK11974,SHOP3081,MOD2030,24.0,2025-02-21
STK11975,SHOP3097,MOD2003,,2021-01-05
STK11976,SHOP3078,MOD2185,23.0,2023-10-13
STK11977,SHOP3037,MOD2137,32.0,2024-07-28
STK11978,SHOP3010,MOD2073,12.0,2020-08-17
STK11979,SHOP3016,MOD2104,35.0,2019-05-10
STK11980,SHOP3056,MOD2101,8.0,2021-04-18
STK11981,SHOP3020,MOD2059,14.0,2025-04-04
STK11982,SHOP3020,MOD2078,17.0,2025-04-13
STK11983,SHOP3089,MOD2033,32.0,2024-03-28
STK11984,SHOP3086,MOD2183,20.0,2019-04-12
STK11985,SHOP3025,MOD2092,42.0,2023-08-01
STK11986,SHOP3051,MOD2176,17.0,2019-08-15
STK11987,SHOP3036,MOD2016,16.0,2019-07-11
STK11988,SHOP3031,MOD2121,29.0,2021-09-22
STK11989,SHOP3029,MOD2171,12.0,2023-02-15
STK11990,SHOP3039,MOD2048,14.0,2022-01-08
STK11991,SHOP3098,MOD2195,19.0,2020-06-04
STK11992,SHOP3055,MOD2165,13.0,2021-04-26
STK11993,SHOP3076,MOD2001,15.0,2023-11-04
STK11994,SHOP3010,MOD2104,33.0,2019-11-08
STK11995,SHOP3002,MOD2064,14.0,2024-02-02
STK11996,SHOP3076,MOD2123,29.0,2025-07-10
STK11997,SHOP3095,MOD2097,2.0,2019-03-07
STK11998,SHOP3019,MOD2066,24.0,2024-12-12
STK11999,SHOP3063,MOD2025,3.0,2024-11-30
STK12000,SHOP3087,MOD2065,34.0,2021-07-12
STK12001,SHOP3029,MOD2094,14.0,2021-10-05
STK12002,SHOP3087,MOD2107,20.0,2025-01-23
STK12003,SHOP3048,MOD2089,20.0,2019-03-10
STK12004,SHOP3098,MOD2153,25.0,2021-02-25
STK12005,SHOP3037,MOD2121,,2024-09-10
STK12006,SHOP3061,MOD2033,24.0,2021-07-10
STK12007,SHOP3042,MOD2102,34.0,2021-02-03
STK12008,SHOP3012,MOD2015,20.0,2023-01-05
STK12009,SHOP3028,MOD2050,5.0,2021-05-30
STK12010,SHOP3074,MOD2079,29.0,2020-01-20
STK12011,SHOP3035,MOD2179,15.0,2019-08-03
STK12012,SHOP3007,MOD2196,11.0,2020-08-03
STK12013,SHOP3068,MOD2172,13.0,2020-07-31
STK12014,SHOP3017,MOD2135,30.0,2022-10-14
STK12015,SHOP3099,MOD2024,26.0,2023-07-12
STK12016,SHOP3048,MOD2106,13.0,2021-03-21
STK12017,SHOP3061,MOD2042,,2019-08-21
STK12018,SHOP3026,MOD2082,7.0,2022-08-17
STK12019,SHOP3009,MOD2106,6.0,2022-12-06
STK12020,SHOP3041,MOD2165,27.0,2022-12-25
STK12021,SHOP3028,MOD2084,25.0,2023-12-04
STK12022,SHOP3014,MOD2157,14.0,2020-12-16
STK12023,SHOP3005,MOD2136,23.0,2023-02-18
STK12024,SHOP3083,MOD2010,30.0,2022-07-05
STK12025,SHOP3076,MOD2108,6.0,2025-02-22
STK12026,SHOP3086,MOD2020,23.0,2024-10-21
STK12027,SHOP3049,MOD2057,19.0,2022-02-27
STK12028,SHOP3063,MOD2003,29.0,2024-04-05
STK12029,SHOP3044,MOD2087,29.0,2025-05-21
STK12030,SHOP3099,MOD2084,23.0,2023-04-14
STK12031,SHOP3023,MOD2041,27.0,2025-02-25
STK12032,SHOP3040,MOD2011,29.0,2025-07-03
STK12033,SHOP3026,MOD2182,7.0,2023-07-31
STK12034,SHOP3015,MOD2033,1.0,2019-12-02
STK12035,SHOP3060,MOD2062,22.0,2021-04-13
STK12036,SHOP3027,MOD2051,,2022-06-23
STK12037,SHOP3097,MOD2089,26.0,2024-08-14
STK12038,SHOP3093,MOD2120,24.0,2023-06-03
STK12039,SHOP3042,MOD2157,12.0,2021-06-28
STK12040,SHOP3053,MOD2067,0.0,2022-07-11
STK12041,SHOP3056,MOD2114,29.0,2025-05-30
STK12042,SHOP3051,MOD2172,15.0,2025-03-06
STK12043,SHOP3014,MOD2110,24.0,2020-05-01
STK12044,SHOP3082,MOD2137,31.0,2020-02-22
STK12045,SHOP3059,MOD2122,8.0,2024-08-19
STK12046,SHOP3038,MOD2197,25.0,2021-03-24
STK12047,SHOP3098,MOD2031,21.0,2019-03-30
STK12048,SHOP3010,MOD2031,9.0,2020-03-29
STK12049,SHOP3045,MOD2118,,2020-12-05
STK12050,SHOP3026,MOD2120,24.0,2022-03-06
STK12051,SHOP3001,MOD2003,5.0,2020-02-27
STK12052,SHOP3000,MOD2145,4.0,2024-03-14
STK12053,SHOP3038,MOD2110,,2023-04-06
STK12054,SHOP3055,MOD2108,14.0,2023-12-25
STK12055,SHOP3032,MOD2099,17.0,2023-09-20
STK12056,SHOP3018,MOD2144,27.0,2021-04-30
STK12057,SHOP3011,MOD2082,24.0,2025-03-19
STK12058,SHOP3088,MOD2087,5.0,2025-07-07
STK12059,SHOP3078,MOD2074,,2020-07-09
STK12060,SHOP3018,MOD2092,32.0,2025-04-22
STK12061,SHOP3068,MOD2198,,2022-07-13
STK12062,SHOP3047,MOD2142,36.0,2020-03-28
STK12063,SHOP3023,MOD2131,21.0,2023-07-12
STK12064,SHOP3081,MOD2178,16.0,2022-08-30
STK12065,SHOP3056,MOD2056,19.0,2021-03-31
STK12066,SHOP3063,MOD2120,33.0,2020-09-04
STK12067,SHOP3066,MOD2047,18.0,2022-04-17
STK12068,SHOP3016,MOD2193,,2019-01-19
STK12069,SHOP3068,MOD2006,23.0,2020-03-25
STK12070,SHOP3025,MOD2173,6.0,2020-08-23
STK12071,SHOP3021,MOD2090,18.0,2022-08-22
STK12072,SHOP3078,MOD2121,15.0,2020-08-03
STK12073,SHOP3041,MOD2167,28.0,2024-09-17
STK12074,SHOP3024,MOD2059,36.0,2020-02-26
STK12075,SHOP3049,MOD2010,23.0,2020-04-22
STK12076,SHOP3008,MOD2187,,2019-04-29
STK12077,SHOP3015,MOD2128,37.0,2022-05-22
STK12078,SHOP3067,MOD2040,32.0,2023-12-22
STK12079,SHOP3096,MOD2019,18.0,2025-07-13
STK12080,SHOP3039,MOD2056,27.0,2023-09-05
STK12081,SHOP3016,MOD2030,,2022-11-25
STK12082,SHOP3095,MOD2016,25.0,2021-11-17
STK12083,SHOP3011,MOD2191,26.0,2024-12-04
STK12084,SHOP3056,MOD2199,13.0,2025-06-18
STK12085,SHOP3047,MOD2046,11.0,2020-08-19
STK12086,SHOP3028,MOD2004,18.0,2021-06-13
STK12087,SHOP3074,MOD2038,,2020-03-29
STK12088,SHOP3020,MOD2173,35.0,2022-10-12
STK12089,SHOP3032,MOD2063,13.0,2020-07-20
STK12090,SHOP3053,MOD2030,15.0,2022-01-02
STK12091,SHOP3062,MOD2106,33.0,2023-11-24
STK12092,SHOP3083,MOD2189,24.0,2023-01-26
STK12093,SHOP3086,MOD2151,6.0,2021-03-06
STK12094,SHOP3007,MOD2024,26.0,2020-07-03
STK12095,SHOP3089,MOD2080,32.0,2022-10-01
STK12096,SHOP3007,MOD2002,23.0,2019-03-23
STK12097,SHOP3049,MOD2025,30.0,2021-10-31
STK12098,SHOP3032,MOD2183,18.0,2025-03-26
STK12099,SHOP3079,MOD2102,24.0,2024-07-26
STK12100,SHOP3060,MOD2076,21.0,2019-07-20
STK12101,SHOP3010,MOD2175,24.0,2025-02-13
STK12102,SHOP3045,MOD2005,30.0,2022-09-08
STK12103,SHOP3069,MOD2017,26.0,2022-04-07
STK12104,SHOP3070,MOD2074,6.0,2022-05-17
STK12105,SHOP3029,MOD2030,16.0,2024-02-14
STK12106,SHOP3099,MOD2086,9.0,2020-10-12
STK12107,SHOP3056,MOD2135,20.0,2020-06-27
STK12108,SHOP3032,MOD2062,32.0,2019-02-21
STK12109,SHOP3020,MOD2110,18.0,2019-03-22
STK12110,SHOP3054,MOD2130,27.0,2021-04-23
STK12111,SHOP3057,MOD2189,37.0,2025-03-24
STK12112,SHOP3067,MOD2020,17.0,2022-10-27
STK12113,SHOP3088,MOD2022,26.0,2020-03-21
STK12114,SHOP3088,MOD2119,17.0,2025-01-06
STK12115,SHOP3069,MOD2028,36.0,2025-07-18
STK12116,SHOP3040,MOD2002,21.0,2024-01-03
STK12117,SHOP3034,MOD2043,,2019-06-07
STK12118,SHOP3044,MOD2033,16.0,2022-04-27
STK12119,SHOP3049,MOD2197,26.0,2019-01-09
STK12120,SHOP3052,MOD2053,12.0,2025-02-15
STK12121,SHOP3067,MOD2111,14.0,2025-03-06
STK12122,SHOP3039,MOD2131,2.0,2023-03-23
STK12123,SHOP3039,MOD2016,9.0,2019-10-11
